method,mode,scene,seed,tasks,no_truth_count,norm_sq_sum,sq_sum,norm_abs_sum,abs_sum,dimension,nrmse,rmse,nmae,mae,no_truth_rate
IRPP-TD,compact,Climate,20260837,80,0,0.0022090004232335645,145.76601078557778,0.692055938654703,149.1897871879895,400,0.0023500002251242258,0.6036679774213176,0.0017301398466367576,0.3729744679699738,0.0
IRPP-TD,compact,Traffic,20260808,80,0,7.596023928547007e-05,2993.3370472410475,0.11119567944849361,523.0767630878972,480,0.0003978071121930778,2.497222226478623,0.000231657665517695,1.0897432564331193,0.0
IRPP-TD,compact,Traffic,20260809,80,0,8.50039959396855e-05,5723.93395525203,0.11067393309713419,554.4729109800533,480,0.00042082259707349146,3.4532394076830326,0.0002305706939523629,1.155151897875111,0.0
IRPP-TD,compact,Traffic,20260810,80,0,0.00010080329524369867,4105.640328247273,0.12358462053398564,590.5807736944897,480,0.00045826505986278174,2.9246225996725035,0.0002574679594458034,1.2303766118635202,0.0
IRPP-TD,compact,Traffic,20260811,80,0,9.337431072692591e-05,4269.386365436848,0.12189160234513588,591.1159264221409,480,0.0004410553412151688,2.9823740422679097,0.0002539408382190331,1.2314915133794602,0.0
IRPP-TD,compact,Traffic,20260812,80,0,6.302419266006891e-05,3374.7586124608,0.10762223988270209,512.9871040899402,480,0.0003623539724842872,2.6515556017729165,0.00022421299975562936,1.0687231335207088,0.0
IRPP-TD,compact,Traffic,20260813,80,0,8.388346452799708e-05,2960.2345078408753,0.11202814457936101,528.618481552832,480,0.0004180397322823042,2.483375771941993,0.00023339196787366877,1.1012885032350668,0.0
IRPP-TD,compact,Traffic,20260814,80,0,8.08922479291499e-05,4228.632063283025,0.11376233693492122,541.8494383305389,480,0.00041051859460816426,2.9681054785569256,0.0002370048686144192,1.128852996521956,0.0
IRPP-TD,compact,Traffic,20260815,80,0,7.88910847479135e-05,4210.236786247104,0.11369882755989581,566.723177053583,480,0.000405408962108823,2.961642557435789,0.00023687255741644962,1.1806732855282978,0.0
IRPP-TD,compact,Traffic,20260816,80,0,5.822136828569944e-05,3732.975624792733,0.10145921766671011,516.2016251044149,480,0.00034827362412602226,2.7887331445750645,0.0002113733701389794,1.0754200523008643,0.0
IRPP-TD,compact,Traffic,20260817,80,0,6.75768167534411e-05,5078.744306330586,0.10538684280275915,572.3196956979731,480,0.00037521331919722985,3.2528014548778392,0.00021955592250574822,1.1923326993707772,0.0
IRPP-TD,compact,Traffic,20260818,80,0,7.868896666519006e-05,4719.288385846537,0.1099732861094279,552.8412598257669,480,0.0004048893024261643,3.1355782248011215,0.00022911101272797478,1.1517526246370144,0.0
IRPP-TD,compact,Traffic,20260819,80,0,9.585722278336354e-05,5385.219927860143,0.12207911002155784,610.3762711247052,480,0.00044688090971235355,3.3495086480022653,0.00025433147921157884,1.2716172315098027,0.0
IRPP-TD,compact,Traffic,20260820,80,0,9.931445240413097e-05,6278.261507288245,0.12001024325547859,607.2834164571746,480,0.0004548682327611732,3.6165883749076526,0.0002500213401155804,1.2651737842857804,0.0
IRPP-TD,compact,Traffic,20260821,80,0,6.728617983191193e-05,3684.1751417712176,0.11056247375068301,549.6256085349762,480,0.00037440558398144005,2.7704448882246395,0.0002303384869805896,1.1450533511145338,0.0
IRPP-TD,compact,Traffic,20260822,80,0,6.732685617049344e-05,3941.5644340880817,0.11401958495493648,582.1835457835841,480,0.00037451873609811297,2.8655876484618013,0.000237540801989451,1.2128823870491336,0.0
IRPP-TD,compact,Traffic,20260823,80,0,0.00011026015016048084,6066.694726559612,0.1296719692397493,653.2101311097141,480,0.00047927929870553393,3.5551297229495287,0.00027014993591614435,1.3608544398119045,0.0
IRPP-TD,compact,Traffic,20260824,80,0,8.468318242515448e-05,3280.7611047852583,0.11728119174081615,538.7485513730327,480,0.000420027733273735,2.61436779514716,0.00024433581612670033,1.1223928153604847,0.0
IRPP-TD,compact,Traffic,20260825,80,0,6.854247523906884e-05,3877.1467674917767,0.10912198924985811,543.6591036247762,480,0.0003778846694624257,2.842074787710767,0.00022733747760387107,1.1326231325516172,0.0
IRPP-TD,compact,Traffic,20260826,80,0,7.566278800167549e-05,3076.4963745325213,0.11242895463524,522.5411251321638,480,0.00039702746546910824,2.5316728554342784,0.00023422698882341665,1.0886273440253411,0.0
IRPP-TD,compact,Traffic,20260827,80,0,8.802114357882212e-05,4945.870214071212,0.114527174303498,549.8280826702215,480,0.0004282258544925556,3.209968267649234,0.00023859827979895416,1.1454751722296281,0.0
IRPP-TD,compact,Traffic,20260828,80,0,7.86272191333129e-05,6056.753812065715,0.10949900197538903,601.6513442154276,480,0.0004047304121606569,3.552215802632244,0.00022812292078206047,1.2534403004488075,0.0
IRPP-TD,compact,Traffic,20260829,80,0,6.270562922506226e-05,3669.2842255567257,0.10606993591843498,511.91894828251424,480,0.0003614370312408692,2.7648403455853487,0.0002209790331634062,1.0664978089219046,0.0
IRPP-TD,compact,Traffic,20260830,80,0,7.386417277277048e-05,3514.152083735079,0.11154531807281923,561.5752117770231,480,0.00039228012092968104,2.705762401699026,0.00023238607931837338,1.1699483578687981,0.0
IRPP-TD,compact,Traffic,20260831,80,0,9.368763840984975e-05,6021.9569416383065,0.12056774150311896,627.535867353245,480,0.0004417947261121621,3.541997124280755,0.0002511827947981645,1.3073663903192603,0.0
IRPP-TD,compact,Traffic,20260832,80,0,8.16457787092823e-05,3868.1134282055377,0.11422427109526591,551.0523383788435,480,0.00041242620226048296,2.838761991096624,0.00023796723144847064,1.148025704955924,0.0
IRPP-TD,compact,Traffic,20260833,80,0,7.845020006613863e-05,6034.229658758527,0.11452505582117067,595.755428455034,480,0.0004042745562170039,3.545604573141267,0.00023859386629410557,1.2411571426146542,0.0
IRPP-TD,compact,Traffic,20260834,80,0,6.989992111170293e-05,3905.2362621201355,0.11207576500657979,562.3232527673684,480,0.0003816082227224423,2.8523514649174895,0.00023349117709704122,1.1715067765986842,0.0
IRPP-TD,compact,Traffic,20260835,80,0,9.823603943790227e-05,3636.2284362571604,0.11980936761965605,568.7163691285878,480,0.0004523918826588622,2.7523582450090114,0.00024960284920761674,1.1848257690178912,0.0
IRPP-TD,compact,Traffic,20260836,80,0,8.206336705796115e-05,3031.727687361094,0.1086092460007489,502.55875164047575,480,0.00041347956181342154,2.513185100359491,0.0002262692625015602,1.0469973992509911,0.0
IRPP-TD,compact,Traffic,20260837,80,0,8.927044830015952e-05,4880.106153751765,0.11603452803707905,575.9730956381022,480,0.000431254102154788,3.188555757755567,0.000241738600077248,1.1999439492460462,0.0
IRPP-TD,compact,Water,20260808,80,0,0.001458749741612373,35550.75762097806,0.7524530296694535,1307.5270357871132,720,0.0014233907783159768,7.026809535725187,0.0010450736523186855,1.816009771926546,0.0
IRPP-TD,compact,Water,20260809,80,0,0.001208319798250165,24873.23645890064,0.7040051586774619,1109.941688000478,720,0.0012954620573425214,5.8775982976444645,0.000977784942607586,1.5415856777784418,0.0
IRPP-TD,compact,Water,20260810,80,0,0.0013840455246145352,27049.428365925854,0.7385257260338625,1158.5944475864633,720,0.00138646509182652,6.129327084454733,0.0010257301750470312,1.609158954981199,0.0
IRPP-TD,compact,Water,20260811,80,0,0.0014170773500328869,52170.80742688804,0.7476702853039532,1514.292570223174,720,0.0014029123230468777,8.512311951495123,0.0010384309518110461,2.103184125309964,0.0
IRPP-TD,compact,Water,20260812,80,0,0.0012937906831721273,27716.66338192276,0.7294403169337362,1100.0986085170905,720,0.0013404967379317758,6.20446337794221,0.001013111551296856,1.5279147340515147,0.0
IRPP-TD,compact,Water,20260813,80,0,0.0012346223779330355,37436.951402345614,0.711361735687868,1393.3380976706142,720,0.0013094858925107866,7.210808958542109,0.0009880024106775943,1.9351918023202974,0.0
IRPP-TD,compact,Water,20260814,80,0,0.0012130577716705933,30529.48009581387,0.697780602360659,1271.5796773908667,720,0.0012979994070312982,6.511686086462582,0.0009691397255009152,1.7660828852650925,0.0
IRPP-TD,compact,Water,20260815,80,0,0.0011956662710754687,28595.119245554666,0.6987625758191592,1209.7064197178872,720,0.0012886611652082672,6.302018993672084,0.00097050357752661,1.6801478051637322,0.0
IRPP-TD,compact,Water,20260816,80,0,0.0013196486623764613,32258.21808308248,0.7286740185891017,1217.5463658828044,720,0.001353826194314378,6.693510339944796,0.001012047248040419,1.6910366192816728,0.0
IRPP-TD,compact,Water,20260817,80,0,0.0011802432842587896,35202.11118804997,0.6909301655424768,1253.297412690177,720,0.0012803229216462398,6.99226866578465,0.0009596252299201066,1.7406908509585792,0.0
IRPP-TD,compact,Water,20260818,80,0,0.0011918133206619138,26394.567205863033,0.6946803588917944,1094.3215842683292,720,0.0012865831798593913,6.054677623065841,0.0009648338317941588,1.5198910892615682,0.0
IRPP-TD,compact,Water,20260819,80,0,0.0014342308955378213,31953.449060286264,0.743464792027197,1273.0070161152241,720,0.0014113778214615818,6.661815845661654,0.0010325899889266623,1.7680653001600335,0.0
IRPP-TD,compact,Water,20260820,80,0,0.0012720549378170889,32372.258950525833,0.7079124817697902,1182.8592816836074,720,0.0013291888387999657,6.705331517875847,0.0009832117802358196,1.6428601134494547,0.0
IRPP-TD,compact,Water,20260821,80,0,0.001531983166281468,25954.84139097694,0.7904543282617472,1157.6268227763492,720,0.0014586824183533405,6.004031214176131,0.001097853233696871,1.6078150316338182,0.0
IRPP-TD,compact,Water,20260822,80,0,0.0013003316102470244,43995.18671700228,0.7173033878294982,1338.4833486828745,720,0.001343880993742783,7.816932006601855,0.0009962547053187474,1.8590046509484368,0.0
IRPP-TD,compact,Water,20260823,80,0,0.001159100574914828,45719.777545393365,0.7032152118533521,1501.372219746614,720,0.0012688033376390241,7.9686693390596,0.0009766877942407669,2.0852391940925195,0.0
IRPP-TD,compact,Water,20260824,80,0,0.0014910310254483592,19836.012961448127,0.7498352281658083,1006.0553153574508,720,0.0014390540032374853,5.248811103670172,0.001041437816896956,1.3972990491075705,0.0
IRPP-TD,compact,Water,20260825,80,0,0.0012587532791524592,33380.34821717429,0.6980151120182608,1235.1026389827573,720,0.0013222210266318202,6.808934920093994,0.0009694654333586956,1.7154203319204961,0.0
IRPP-TD,compact,Water,20260826,80,0,0.0014492769353863857,32867.021941174375,0.7528431543445325,1218.3788443698777,720,0.0014187616545710176,6.756377845041262,0.0010456154921451842,1.692192839402608,0.0
IRPP-TD,compact,Water,20260827,80,0,0.0011772093757820002,41299.35590195097,0.6926500155145635,1348.6047993314496,720,0.0012786762772177501,7.573652786501865,0.0009620139104368938,1.87306222129368,0.0
IRPP-TD,compact,Water,20260828,80,0,0.0013879485903448216,27370.36969506374,0.7335339590272978,1147.2962966911232,720,0.0013884186600153856,6.165582077489131,0.0010187971653156914,1.593467078737671,0.0
IRPP-TD,compact,Water,20260829,80,0,0.0013063351397613564,35476.7526221905,0.7227463263031053,1316.2517506084153,720,0.0013469797180283233,7.019491970991927,0.0010038143420876462,1.8281274314005767,0.0
IRPP-TD,compact,Water,20260830,80,0,0.0013025479720093019,37951.17262604842,0.7225876965355985,1338.6762246053925,720,0.0013450258010791,7.260162669019394,0.001003594022966109,1.8592725341741563,0.0
IRPP-TD,compact,Water,20260831,80,0,0.0013208756970541854,21661.934709852583,0.7112490290011224,1109.119679461435,720,0.0013544554548754729,5.48507250912427,0.00098784587361267,1.5404439992519932,0.0
IRPP-TD,compact,Water,20260832,80,0,0.001322941653642031,37380.4208515606,0.7125789923209802,1246.6809203179973,720,0.0013555142800397602,7.205362668368821,0.0009896930448902502,1.7315012782194408,0.0
IRPP-TD,compact,Water,20260833,80,0,0.0012244706984735271,29751.766331588882,0.7082258739873553,1114.0154477294318,720,0.0013040911578106411,6.428211079512117,0.0009836470472046601,1.5472436774019886,0.0
IRPP-TD,compact,Water,20260834,80,0,0.001293916147919152,27254.098862024475,0.6992610388351101,1167.2494465071195,720,0.00134056173337852,6.1524722743093365,0.0009711958872709863,1.6211797868154438,0.0
IRPP-TD,compact,Water,20260835,80,0,0.0013224555439895968,40465.20830594094,0.7293975253857129,1335.96575482186,720,0.0013552652179911733,7.496777854698361,0.0010130521185912678,1.8555079928081388,0.0
IRPP-TD,compact,Water,20260836,80,0,0.0013310828249206035,35771.33942826111,0.7228590913621126,1427.7109147486435,720,0.0013596786920898115,7.048575449875306,0.0010039709602251564,1.9829318260397826,0.0
IRPP-TD,compact,Water,20260837,80,0,0.0012652281734555164,22577.39828510771,0.7052914481181716,1067.0981099881126,720,0.001325617347510793,5.599776568596746,0.0009795714557196827,1.482080708316823,0.0
IRPP-TD,independent,Climate,20260808,80,0,0.0022934744715558952,136.22065050472764,0.6913716841874937,143.95261411533878,400,0.002394511678587043,0.5835680133984548,0.0017284292104687343,0.35988153528834693,0.0
IRPP-TD,independent,Climate,20260809,80,0,0.002445967311925046,150.2570758341717,0.6976295108775012,147.25863488250138,400,0.002472836080255344,0.6128969649014663,0.0017440737771937532,0.3681465872062535,0.0
IRPP-TD,independent,Climate,20260810,80,0,0.0022736087277720456,138.20282131027324,0.6809366647483364,144.6941141228369,400,0.0023841186672290695,0.5877984801576839,0.001702341661870841,0.36173528530709226,0.0
IRPP-TD,independent,Climate,20260811,80,0,0.0021966430837053533,145.12326371017753,0.6726194991049071,145.21446317470065,400,0.002343417954455283,0.6023355869243023,0.0016815487477622678,0.36303615793675165,0.0
IRPP-TD,independent,Climate,20260812,80,0,0.002399842449286826,155.79533405747108,0.676813606259242,146.7081802013516,400,0.0024494093417020083,0.6240900056431585,0.001692034015648105,0.36677045050337903,0.0
IRPP-TD,independent,Climate,20260813,80,0,0.002534592919419585,174.23414926781018,0.6977657066124066,153.50687726868452,400,0.0025172370366234806,0.6599889189748003,0.0017444142665310163,0.3837671931717113,0.0
IRPP-TD,independent,Climate,20260814,80,0,0.0022449196439657104,139.10574276796524,0.6765408117905718,144.39908323513777,400,0.002369029149232714,0.5897154881126263,0.0016913520294764295,0.3609977080878444,0.0
IRPP-TD,independent,Climate,20260815,80,0,0.001891950161936175,117.53229781482791,0.6122090238748926,131.27768946857404,400,0.0021748276724468164,0.5420615689541823,0.0015305225596872315,0.3281942236714351,0.0
IRPP-TD,independent,Climate,20260816,80,0,0.0022265861377372066,142.69273415147782,0.6624511255179251,143.03274736754793,400,0.0023593357845679824,0.59727032018902,0.0016561278137948126,0.3575818684188698,0.0
IRPP-TD,independent,Climate,20260817,80,0,0.0016918180046388168,108.24562814420104,0.5826878944309855,127.52308972483978,400,0.0020565857656798664,0.5202057961619638,0.0014567197360774637,0.31880772431209947,0.0
IRPP-TD,independent,Climate,20260818,80,0,0.002451874649721669,167.09829694200826,0.7345669984148937,161.82461091854486,400,0.0024758203941934423,0.6463325323353457,0.0018364174960372342,0.40456152729636213,0.0
IRPP-TD,independent,Climate,20260819,80,0,0.0019929650017151174,128.2071639305981,0.6276509058223761,138.40193046835313,400,0.002232131829504654,0.5661430118145903,0.0015691272645559403,0.3460048261708828,0.0
IRPP-TD,independent,Climate,20260820,80,0,0.0022255749691018796,139.62558669140174,0.6456915063945518,141.00674011612006,400,0.002358799996344476,0.5908163561788928,0.0016142287659863795,0.35251685029030017,0.0
IRPP-TD,independent,Climate,20260821,80,0,0.0025489732985060787,169.86693972740238,0.7069214967737351,154.22991389536654,400,0.0025243678904361775,0.6516650591511762,0.0017673037419343376,0.38557478473841633,0.0
IRPP-TD,independent,Climate,20260822,80,0,0.002188819410625324,139.6852427991099,0.6706843764093234,144.94407709377546,400,0.002339241015065209,0.5909425581203089,0.0016767109410233086,0.36236019273443865,0.0
IRPP-TD,independent,Climate,20260823,80,0,0.002078427959642222,138.2491122392394,0.637743822012892,136.45320089973734,400,0.0022794889556884356,0.5878969132408322,0.00159435955503223,0.34113300224934334,0.0
IRPP-TD,independent,Climate,20260824,80,0,0.0022259278818627356,144.85385055613133,0.6606373092728194,142.13190254179617,400,0.002358987008157705,0.6017762261757508,0.0016515932731820484,0.35532975635449043,0.0
IRPP-TD,independent,Climate,20260825,80,0,0.0022627977570774042,138.3984734639154,0.6888006585601597,144.95605287767037,400,0.0023784436913018374,0.5882144027986635,0.0017220016464003993,0.36239013219417593,0.0
IRPP-TD,independent,Climate,20260826,80,0,0.002345553112618398,136.23263865559434,0.6634856625021595,138.10173640789628,400,0.0024215455357159805,0.5835936913975217,0.0016587141562553987,0.34525434101974073,0.0
IRPP-TD,independent,Climate,20260827,80,0,0.002480574582946271,147.20664968686756,0.7104698784451917,148.54141690883554,400,0.002490268350472631,0.6066437374746144,0.0017761746961129793,0.37135354227208883,0.0
IRPP-TD,independent,Climate,20260828,80,0,0.002467072721415049,157.37069382802886,0.7133091854745917,155.3876022833435,400,0.0024834817904582315,0.6272373829500855,0.0017832729636864792,0.3884690057083588,0.0
IRPP-TD,independent,Climate,20260829,80,0,0.0020641097406746164,131.58714566834323,0.6572316241875479,142.0608102469491,400,0.002271623725815202,0.5735572021785256,0.0016430790604688697,0.35515202561737275,0.0
IRPP-TD,independent,Climate,20260830,80,0,0.0020814905867631668,129.5573384998441,0.6381145198751392,135.01560746900617,400,0.002281167785786025,0.5691162853491457,0.0015952862996878481,0.3375390186725154,0.0
